Date,State,Market,Crop,Variety,Min_Price,Max_Price,Modal_Price
2026-04-13,Maharashtra,Nashik,Onion,Local,4428,4828,4628
2026-01-20,Maharashtra,Aurangabad,Tomato,Local,2926,3326,3126
2025-11-07,Maharashtra,Pune,Soybean,Local,1499,1899,1699
2025-01-04,Maharashtra,Mumbai,Wheat,Local,3649,4049,3849
2025-06-05,Maharashtra,Aurangabad,Onion,Local,1650,2050,1850
2026-04-16,Maharashtra,Nashik,Onion,Local,2175,2575,2375
2025-12-25,Maharashtra,Nagpur,Tomato,Local,3922,4322,4122
2025-10-07,Maharashtra,Nashik,Rice,Local,2990,3390,3190
2025-01-20,Maharashtra,Aurangabad,Wheat,Local,3840,4240,4040
2025-02-07,Maharashtra,Aurangabad,Soybean,Local,4210,4610,4410
2025-08-24,Maharashtra,Mumbai,Rice,Local,1900,2300,2100
2025-12-19,Maharashtra,Aurangabad,Rice,Local,1823,2223,2023
2025-10-10,Maharashtra,Nashik,Wheat,Local,4563,4963,4763
2025-02-26,Maharashtra,Pune,Onion,Local,3564,3964,3764
2025-11-11,Maharashtra,Mumbai,Soybean,Local,1178,1578,1378
2025-09-19,Maharashtra,Nagpur,Onion,Local,3884,4284,4084
2025-12-04,Maharashtra,Pune,Tomato,Local,1943,2343,2143
2025-02-08,Maharashtra,Pune,Soybean,Local,1795,2195,1995
2025-07-26,Maharashtra,Pune,Tomato,Local,3318,3718,3518
2025-03-04,Maharashtra,Nagpur,Soybean,Local,2820,3220,3020
2025-02-24,Maharashtra,Nashik,Tomato,Local,2357,2757,2557
2025-02-10,Maharashtra,Nashik,Rice,Local,1716,2116,1916
2026-05-04,Maharashtra,Mumbai,Soybean,Local,2423,2823,2623
2025-01-16,Maharashtra,Mumbai,Tomato,Local,4449,4849,4649
2026-02-18,Maharashtra,Nagpur,Soybean,Local,2854,3254,3054
2026-03-13,Maharashtra,Nashik,Potato,Local,1601,2001,1801
2025-03-20,Maharashtra,Aurangabad,Rice,Local,3965,4365,4165
2026-02-04,Maharashtra,Aurangabad,Soybean,Local,2155,2555,2355
2026-04-02,Maharashtra,Nagpur,Wheat,Local,1257,1657,1457
2025-03-06,Maharashtra,Mumbai,Onion,Local,1213,1613,1413
2025-05-15,Maharashtra,Nashik,Tomato,Local,2511,2911,2711
2025-11-01,Maharashtra,Nagpur,Wheat,Local,4314,4714,4514
2026-03-14,Maharashtra,Pune,Rice,Local,4511,4911,4711
2026-01-26,Maharashtra,Nashik,Rice,Local,1011,1411,1211
2025-05-08,Maharashtra,Nagpur,Potato,Local,4045,4445,4245
2025-07-01,Maharashtra,Mumbai,Rice,Local,2290,2690,2490
2026-04-15,Maharashtra,Aurangabad,Wheat,Local,4666,5066,4866
2026-02-10,Maharashtra,Nashik,Onion,Local,2074,2474,2274
2025-03-26,Maharashtra,Pune,Wheat,Local,3869,4269,4069
2025-07-17,Maharashtra,Nashik,Soybean,Local,1604,2004,1804
2026-04-19,Maharashtra,Mumbai,Wheat,Local,3891,4291,4091
2025-12-22,Maharashtra,Pune,Tomato,Local,3422,3822,3622
2025-06-23,Maharashtra,Nashik,Onion,Local,2409,2809,2609
2025-09-30,Maharashtra,Pune,Soybean,Local,4289,4689,4489
2025-07-06,Maharashtra,Nashik,Onion,Local,4162,4562,4362
2025-04-18,Maharashtra,Nagpur,Rice,Local,4532,4932,4732
2025-03-16,Maharashtra,Pune,Onion,Local,3521,3921,3721
2025-04-30,Maharashtra,Nashik,Onion,Local,4097,4497,4297
2025-06-16,Maharashtra,Nagpur,Potato,Local,3120,3520,3320
2025-01-26,Maharashtra,Nagpur,Tomato,Local,2278,2678,2478
2026-01-26,Maharashtra,Nashik,Wheat,Local,2096,2496,2296
2025-07-26,Maharashtra,Nashik,Onion,Local,2809,3209,3009
2026-02-21,Maharashtra,Nagpur,Wheat,Local,4045,4445,4245
2025-04-28,Maharashtra,Pune,Rice,Local,4690,5090,4890
2025-02-18,Maharashtra,Nashik,Rice,Local,3451,3851,3651
2026-05-09,Maharashtra,Pune,Onion,Local,3294,3694,3494
2026-01-09,Maharashtra,Nagpur,Soybean,Local,3673,4073,3873
2025-05-05,Maharashtra,Nagpur,Tomato,Local,2305,2705,2505
2025-04-15,Maharashtra,Mumbai,Wheat,Local,2664,3064,2864
2026-04-03,Maharashtra,Pune,Onion,Local,4525,4925,4725
2026-04-10,Maharashtra,Aurangabad,Rice,Local,4728,5128,4928
2025-03-28,Maharashtra,Nagpur,Potato,Local,2032,2432,2232
2025-12-18,Maharashtra,Mumbai,Onion,Local,2723,3123,2923
2026-03-18,Maharashtra,Nagpur,Wheat,Local,3131,3531,3331
2025-01-14,Maharashtra,Mumbai,Potato,Local,1045,1445,1245
2025-01-16,Maharashtra,Pune,Soybean,Local,3986,4386,4186
2026-01-31,Maharashtra,Aurangabad,Potato,Local,1799,2199,1999
2025-05-26,Maharashtra,Mumbai,Wheat,Local,4050,4450,4250
2026-01-10,Maharashtra,Mumbai,Wheat,Local,4107,4507,4307
2026-04-30,Maharashtra,Mumbai,Wheat,Local,4538,4938,4738
2025-08-12,Maharashtra,Nashik,Rice,Local,2018,2418,2218
2025-01-29,Maharashtra,Nashik,Tomato,Local,2763,3163,2963
2026-03-09,Maharashtra,Aurangabad,Potato,Local,3210,3610,3410
2025-11-26,Maharashtra,Nagpur,Potato,Local,1179,1579,1379
2025-11-11,Maharashtra,Aurangabad,Tomato,Local,4133,4533,4333
2025-09-24,Maharashtra,Mumbai,Rice,Local,4575,4975,4775
2025-01-29,Maharashtra,Nagpur,Rice,Local,3399,3799,3599
2025-07-12,Maharashtra,Mumbai,Wheat,Local,1666,2066,1866
2025-04-30,Maharashtra,Pune,Wheat,Local,2424,2824,2624
2026-01-23,Maharashtra,Aurangabad,Potato,Local,2048,2448,2248
2025-10-14,Maharashtra,Aurangabad,Tomato,Local,1262,1662,1462
2025-07-23,Maharashtra,Nagpur,Rice,Local,1964,2364,2164
2025-09-14,Maharashtra,Nagpur,Soybean,Local,3212,3612,3412
2026-04-27,Maharashtra,Aurangabad,Rice,Local,1616,2016,1816
2025-04-30,Maharashtra,Mumbai,Onion,Local,3379,3779,3579
2025-10-25,Maharashtra,Aurangabad,Wheat,Local,4720,5120,4920
2026-05-05,Maharashtra,Mumbai,Rice,Local,4078,4478,4278
2025-08-04,Maharashtra,Mumbai,Onion,Local,1512,1912,1712
2025-01-17,Maharashtra,Mumbai,Wheat,Local,3469,3869,3669
2026-03-19,Maharashtra,Aurangabad,Onion,Local,4673,5073,4873
2025-06-28,Maharashtra,Mumbai,Soybean,Local,1576,1976,1776
2025-07-02,Maharashtra,Pune,Soybean,Local,2278,2678,2478
2025-06-08,Maharashtra,Aurangabad,Potato,Local,3414,3814,3614
2026-02-08,Maharashtra,Mumbai,Wheat,Local,1193,1593,1393
2025-01-11,Maharashtra,Nagpur,Onion,Local,3604,4004,3804
2025-11-05,Maharashtra,Nashik,Onion,Local,3579,3979,3779
2026-02-09,Maharashtra,Aurangabad,Tomato,Local,4677,5077,4877
2025-09-16,Maharashtra,Nashik,Potato,Local,1629,2029,1829
2025-10-06,Maharashtra,Aurangabad,Wheat,Local,1606,2006,1806
2026-03-18,Maharashtra,Aurangabad,Potato,Local,3950,4350,4150
2025-10-07,Maharashtra,Aurangabad,Potato,Local,3749,4149,3949
2025-02-28,Maharashtra,Aurangabad,Wheat,Local,1028,1428,1228
2025-04-08,Maharashtra,Mumbai,Tomato,Local,4354,4754,4554
2026-03-25,Maharashtra,Aurangabad,Soybean,Local,4588,4988,4788
2026-03-28,Maharashtra,Pune,Onion,Local,4184,4584,4384
2025-02-17,Maharashtra,Nashik,Soybean,Local,2433,2833,2633
2026-04-07,Maharashtra,Aurangabad,Wheat,Local,4086,4486,4286
2026-02-05,Maharashtra,Pune,Onion,Local,3260,3660,3460
2025-02-20,Maharashtra,Mumbai,Rice,Local,2469,2869,2669
2025-08-26,Maharashtra,Pune,Tomato,Local,2577,2977,2777
2026-02-16,Maharashtra,Mumbai,Wheat,Local,3397,3797,3597
2025-07-06,Maharashtra,Mumbai,Tomato,Local,2438,2838,2638
2025-08-06,Maharashtra,Mumbai,Rice,Local,3302,3702,3502
2026-02-17,Maharashtra,Nagpur,Onion,Local,2683,3083,2883
2025-02-08,Maharashtra,Nagpur,Onion,Local,1109,1509,1309
2025-07-27,Maharashtra,Aurangabad,Tomato,Local,1917,2317,2117
2026-02-15,Maharashtra,Aurangabad,Wheat,Local,1406,1806,1606
2025-09-24,Maharashtra,Nagpur,Rice,Local,3292,3692,3492
2025-12-18,Maharashtra,Aurangabad,Rice,Local,1979,2379,2179
2026-04-16,Maharashtra,Aurangabad,Soybean,Local,2398,2798,2598
2025-04-09,Maharashtra,Nagpur,Potato,Local,1652,2052,1852
2026-05-06,Maharashtra,Aurangabad,Rice,Local,4421,4821,4621
2025-02-18,Maharashtra,Nashik,Potato,Local,1927,2327,2127
2025-07-30,Maharashtra,Nashik,Rice,Local,4093,4493,4293
2025-04-22,Maharashtra,Mumbai,Onion,Local,1075,1475,1275
2025-09-23,Maharashtra,Pune,Soybean,Local,1477,1877,1677
2026-04-18,Maharashtra,Nashik,Rice,Local,1256,1656,1456
2025-09-21,Maharashtra,Pune,Soybean,Local,1393,1793,1593
2025-06-13,Maharashtra,Aurangabad,Rice,Local,1775,2175,1975
2026-03-21,Maharashtra,Pune,Soybean,Local,2352,2752,2552
2026-02-11,Maharashtra,Nagpur,Wheat,Local,2755,3155,2955
2026-03-18,Maharashtra,Aurangabad,Soybean,Local,3023,3423,3223
2025-06-05,Maharashtra,Nashik,Soybean,Local,2848,3248,3048
2026-01-06,Maharashtra,Aurangabad,Onion,Local,1613,2013,1813
2025-12-11,Maharashtra,Aurangabad,Wheat,Local,3852,4252,4052
2025-02-18,Maharashtra,Aurangabad,Wheat,Local,2528,2928,2728
2026-04-13,Maharashtra,Pune,Onion,Local,1391,1791,1591
2025-07-13,Maharashtra,Mumbai,Wheat,Local,843,1243,1043
2025-08-05,Maharashtra,Mumbai,Rice,Local,2164,2564,2364
2025-12-15,Maharashtra,Nagpur,Onion,Local,3262,3662,3462
2025-12-28,Maharashtra,Aurangabad,Rice,Local,3216,3616,3416
2025-05-02,Maharashtra,Nashik,Rice,Local,2841,3241,3041
2026-05-05,Maharashtra,Mumbai,Soybean,Local,1133,1533,1333
2025-12-23,Maharashtra,Nagpur,Rice,Local,3424,3824,3624
2025-03-31,Maharashtra,Nashik,Soybean,Local,1394,1794,1594
2025-10-13,Maharashtra,Pune,Tomato,Local,2003,2403,2203
2026-04-04,Maharashtra,Aurangabad,Soybean,Local,2464,2864,2664
2026-02-22,Maharashtra,Mumbai,Potato,Local,4410,4810,4610
2025-06-06,Maharashtra,Pune,Tomato,Local,3989,4389,4189
2025-09-11,Maharashtra,Mumbai,Onion,Local,2648,3048,2848
2025-01-06,Maharashtra,Pune,Soybean,Local,2019,2419,2219
2026-04-02,Maharashtra,Nashik,Rice,Local,2404,2804,2604
2025-03-07,Maharashtra,Pune,Onion,Local,3406,3806,3606
2025-01-25,Maharashtra,Nagpur,Soybean,Local,4265,4665,4465
2025-02-13,Maharashtra,Nashik,Wheat,Local,3959,4359,4159
2026-05-01,Maharashtra,Pune,Rice,Local,1825,2225,2025
2025-08-18,Maharashtra,Aurangabad,Tomato,Local,3378,3778,3578
2025-05-08,Maharashtra,Mumbai,Soybean,Local,4706,5106,4906
2025-03-31,Maharashtra,Mumbai,Onion,Local,2667,3067,2867
2025-03-05,Maharashtra,Pune,Potato,Local,1485,1885,1685
2025-05-13,Maharashtra,Nashik,Rice,Local,1360,1760,1560
2025-06-08,Maharashtra,Mumbai,Wheat,Local,1602,2002,1802
2026-01-02,Maharashtra,Pune,Potato,Local,1506,1906,1706
2025-03-07,Maharashtra,Mumbai,Onion,Local,1646,2046,1846
2026-04-29,Maharashtra,Nashik,Wheat,Local,3837,4237,4037
2025-12-29,Maharashtra,Nagpur,Wheat,Local,3610,4010,3810
2025-07-23,Maharashtra,Nagpur,Wheat,Local,3954,4354,4154
2025-08-13,Maharashtra,Mumbai,Rice,Local,3456,3856,3656
2025-04-13,Maharashtra,Mumbai,Potato,Local,3715,4115,3915
2026-04-01,Maharashtra,Pune,Wheat,Local,2307,2707,2507
2025-08-24,Maharashtra,Mumbai,Tomato,Local,4350,4750,4550
2025-04-12,Maharashtra,Nagpur,Onion,Local,1107,1507,1307
2026-03-28,Maharashtra,Aurangabad,Rice,Local,1383,1783,1583
2025-01-16,Maharashtra,Pune,Potato,Local,1851,2251,2051
2025-12-18,Maharashtra,Nashik,Soybean,Local,2379,2779,2579
2025-01-14,Maharashtra,Aurangabad,Rice,Local,4743,5143,4943
2025-12-15,Maharashtra,Pune,Potato,Local,4267,4667,4467
2025-09-09,Maharashtra,Mumbai,Potato,Local,3745,4145,3945
2026-03-08,Maharashtra,Aurangabad,Soybean,Local,2344,2744,2544
2025-02-01,Maharashtra,Aurangabad,Rice,Local,2666,3066,2866
2025-04-23,Maharashtra,Nashik,Tomato,Local,2449,2849,2649
2025-04-16,Maharashtra,Nagpur,Soybean,Local,4170,4570,4370
2025-03-30,Maharashtra,Pune,Tomato,Local,2079,2479,2279
2025-07-17,Maharashtra,Nashik,Wheat,Local,2876,3276,3076
2025-01-29,Maharashtra,Nashik,Potato,Local,2325,2725,2525
2025-03-08,Maharashtra,Nashik,Potato,Local,3650,4050,3850
2025-05-14,Maharashtra,Nagpur,Onion,Local,4634,5034,4834
2025-12-09,Maharashtra,Nagpur,Potato,Local,1124,1524,1324
2025-10-02,Maharashtra,Aurangabad,Tomato,Local,4208,4608,4408
2026-05-12,Maharashtra,Nagpur,Potato,Local,1962,2362,2162
2026-03-02,Maharashtra,Nashik,Wheat,Local,3090,3490,3290
2025-08-24,Maharashtra,Mumbai,Rice,Local,3159,3559,3359
2025-07-19,Maharashtra,Nashik,Wheat,Local,2800,3200,3000
2026-04-10,Maharashtra,Pune,Potato,Local,4546,4946,4746
2025-11-29,Maharashtra,Mumbai,Onion,Local,879,1279,1079
2025-09-09,Maharashtra,Pune,Onion,Local,1893,2293,2093
2025-07-03,Maharashtra,Mumbai,Potato,Local,3619,4019,3819
2026-05-04,Maharashtra,Nashik,Soybean,Local,2606,3006,2806
2025-04-05,Maharashtra,Aurangabad,Tomato,Local,891,1291,1091
2025-07-17,Maharashtra,Nagpur,Onion,Local,2272,2672,2472
2025-03-21,Maharashtra,Mumbai,Soybean,Local,1435,1835,1635
2025-10-10,Maharashtra,Nagpur,Potato,Local,1205,1605,1405
2025-10-01,Maharashtra,Nagpur,Wheat,Local,3037,3437,3237
2025-01-08,Maharashtra,Mumbai,Soybean,Local,1977,2377,2177
2025-06-16,Maharashtra,Nashik,Soybean,Local,1681,2081,1881
2025-09-27,Maharashtra,Nagpur,Wheat,Local,1484,1884,1684
2025-07-23,Maharashtra,Nashik,Soybean,Local,1637,2037,1837
2025-11-10,Maharashtra,Nagpur,Rice,Local,4424,4824,4624
2025-11-16,Maharashtra,Nashik,Soybean,Local,1805,2205,2005
2025-02-28,Maharashtra,Nagpur,Tomato,Local,2626,3026,2826
2025-02-05,Maharashtra,Aurangabad,Wheat,Local,4604,5004,4804
2025-08-28,Maharashtra,Nagpur,Onion,Local,3917,4317,4117
2025-10-20,Maharashtra,Aurangabad,Potato,Local,3763,4163,3963
2026-03-29,Maharashtra,Pune,Tomato,Local,810,1210,1010
2025-06-06,Maharashtra,Nagpur,Soybean,Local,1789,2189,1989
2026-05-15,Maharashtra,Nashik,Rice,Local,1432,1832,1632
2025-07-02,Maharashtra,Mumbai,Tomato,Local,1268,1668,1468
2025-01-22,Maharashtra,Nagpur,Tomato,Local,2997,3397,3197
2026-02-26,Maharashtra,Aurangabad,Potato,Local,4224,4624,4424
2026-01-28,Maharashtra,Aurangabad,Rice,Local,3243,3643,3443
2025-05-03,Maharashtra,Mumbai,Potato,Local,3794,4194,3994
2025-06-19,Maharashtra,Nagpur,Onion,Local,4778,5178,4978
2025-01-01,Maharashtra,Aurangabad,Potato,Local,3204,3604,3404
2025-07-22,Maharashtra,Mumbai,Soybean,Local,4348,4748,4548
2025-09-09,Maharashtra,Mumbai,Onion,Local,1644,2044,1844
2025-10-13,Maharashtra,Aurangabad,Tomato,Local,1025,1425,1225
2025-07-01,Maharashtra,Aurangabad,Wheat,Local,1187,1587,1387
2025-06-22,Maharashtra,Pune,Wheat,Local,1343,1743,1543
2025-08-06,Maharashtra,Nagpur,Tomato,Local,1353,1753,1553
2025-07-07,Maharashtra,Nashik,Onion,Local,2902,3302,3102
2026-01-17,Maharashtra,Mumbai,Onion,Local,2243,2643,2443
2025-07-22,Maharashtra,Nagpur,Rice,Local,859,1259,1059
2025-08-05,Maharashtra,Aurangabad,Wheat,Local,2073,2473,2273
2025-01-30,Maharashtra,Pune,Onion,Local,3519,3919,3719
2025-02-17,Maharashtra,Nashik,Potato,Local,4626,5026,4826
2025-11-05,Maharashtra,Nashik,Wheat,Local,1254,1654,1454
2026-03-15,Maharashtra,Aurangabad,Wheat,Local,2874,3274,3074
2026-02-09,Maharashtra,Nagpur,Wheat,Local,4338,4738,4538
2025-07-13,Maharashtra,Aurangabad,Potato,Local,3487,3887,3687
2025-06-13,Maharashtra,Nashik,Wheat,Local,1391,1791,1591
2025-07-20,Maharashtra,Pune,Soybean,Local,4284,4684,4484
2026-01-04,Maharashtra,Mumbai,Rice,Local,2148,2548,2348
2025-05-24,Maharashtra,Pune,Potato,Local,4596,4996,4796
2026-04-23,Maharashtra,Aurangabad,Rice,Local,3992,4392,4192
2025-12-09,Maharashtra,Nagpur,Potato,Local,3055,3455,3255
2025-11-27,Maharashtra,Pune,Rice,Local,1340,1740,1540
2025-02-06,Maharashtra,Pune,Onion,Local,2343,2743,2543
2025-02-05,Maharashtra,Nagpur,Tomato,Local,2563,2963,2763
2025-09-07,Maharashtra,Aurangabad,Rice,Local,981,1381,1181
2025-03-20,Maharashtra,Nashik,Onion,Local,4508,4908,4708
2026-02-09,Maharashtra,Pune,Onion,Local,879,1279,1079
2025-01-24,Maharashtra,Pune,Rice,Local,1538,1938,1738
2025-08-19,Maharashtra,Nagpur,Wheat,Local,4473,4873,4673
2025-03-05,Maharashtra,Pune,Wheat,Local,4410,4810,4610
2026-02-21,Maharashtra,Nagpur,Soybean,Local,873,1273,1073
2025-03-25,Maharashtra,Aurangabad,Rice,Local,2059,2459,2259
2025-09-02,Maharashtra,Nashik,Tomato,Local,2987,3387,3187
2025-06-21,Maharashtra,Nagpur,Soybean,Local,3251,3651,3451
2025-11-25,Maharashtra,Aurangabad,Potato,Local,3372,3772,3572
2025-05-24,Maharashtra,Nashik,Onion,Local,3667,4067,3867
2025-12-13,Maharashtra,Pune,Rice,Local,917,1317,1117
2025-02-09,Maharashtra,Nashik,Wheat,Local,3427,3827,3627
2025-08-21,Maharashtra,Pune,Onion,Local,2857,3257,3057
2026-02-15,Maharashtra,Nagpur,Tomato,Local,3826,4226,4026
2025-05-19,Maharashtra,Nagpur,Tomato,Local,2054,2454,2254
2026-05-13,Maharashtra,Pune,Tomato,Local,1885,2285,2085
2025-04-18,Maharashtra,Mumbai,Soybean,Local,1384,1784,1584
2025-01-16,Maharashtra,Pune,Wheat,Local,1588,1988,1788
2026-02-19,Maharashtra,Aurangabad,Potato,Local,1356,1756,1556
2026-03-19,Maharashtra,Pune,Rice,Local,2224,2624,2424
2025-12-03,Maharashtra,Aurangabad,Soybean,Local,3453,3853,3653
2025-12-31,Maharashtra,Nashik,Wheat,Local,996,1396,1196
2025-02-22,Maharashtra,Aurangabad,Onion,Local,819,1219,1019
2025-08-03,Maharashtra,Nagpur,Wheat,Local,3755,4155,3955
2025-04-03,Maharashtra,Pune,Rice,Local,3513,3913,3713
2025-07-16,Maharashtra,Mumbai,Soybean,Local,3086,3486,3286
2026-01-18,Maharashtra,Mumbai,Rice,Local,2418,2818,2618
2026-01-21,Maharashtra,Nagpur,Soybean,Local,2561,2961,2761
2026-05-15,Maharashtra,Nagpur,Onion,Local,4514,4914,4714
2025-01-22,Maharashtra,Mumbai,Rice,Local,1625,2025,1825
2025-06-22,Maharashtra,Aurangabad,Soybean,Local,2906,3306,3106
2025-09-11,Maharashtra,Pune,Wheat,Local,866,1266,1066
2025-03-15,Maharashtra,Nashik,Tomato,Local,4567,4967,4767
2025-01-25,Maharashtra,Aurangabad,Tomato,Local,4667,5067,4867
2025-05-22,Maharashtra,Pune,Tomato,Local,4488,4888,4688
2026-05-15,Maharashtra,Aurangabad,Wheat,Local,1454,1854,1654
2025-06-05,Maharashtra,Mumbai,Soybean,Local,3965,4365,4165
2025-11-16,Maharashtra,Nagpur,Soybean,Local,2162,2562,2362
2025-11-15,Maharashtra,Aurangabad,Rice,Local,1550,1950,1750
2025-02-15,Maharashtra,Nagpur,Potato,Local,4194,4594,4394
2026-01-28,Maharashtra,Pune,Onion,Local,1230,1630,1430
2025-01-31,Maharashtra,Mumbai,Tomato,Local,3823,4223,4023
2025-12-11,Maharashtra,Aurangabad,Rice,Local,2438,2838,2638
2025-01-21,Maharashtra,Pune,Wheat,Local,4196,4596,4396
2026-03-05,Maharashtra,Aurangabad,Soybean,Local,2243,2643,2443
2025-08-30,Maharashtra,Aurangabad,Soybean,Local,3971,4371,4171
2025-10-26,Maharashtra,Aurangabad,Rice,Local,1288,1688,1488
2026-01-10,Maharashtra,Nashik,Potato,Local,2445,2845,2645
2025-08-26,Maharashtra,Mumbai,Onion,Local,1680,2080,1880
2025-08-19,Maharashtra,Mumbai,Potato,Local,3906,4306,4106
2025-08-02,Maharashtra,Pune,Soybean,Local,3660,4060,3860
2025-05-08,Maharashtra,Nashik,Tomato,Local,2652,3052,2852
2025-01-02,Maharashtra,Nashik,Onion,Local,2348,2748,2548
2025-06-30,Maharashtra,Mumbai,Onion,Local,4671,5071,4871
2026-02-21,Maharashtra,Aurangabad,Onion,Local,4236,4636,4436
2025-05-16,Maharashtra,Pune,Wheat,Local,2707,3107,2907
2025-11-20,Maharashtra,Mumbai,Onion,Local,3452,3852,3652
2025-12-04,Maharashtra,Pune,Wheat,Local,1587,1987,1787
2025-07-26,Maharashtra,Nashik,Wheat,Local,1318,1718,1518
2026-05-09,Maharashtra,Nashik,Rice,Local,3207,3607,3407
2026-01-24,Maharashtra,Aurangabad,Rice,Local,3153,3553,3353
2026-04-15,Maharashtra,Aurangabad,Potato,Local,3503,3903,3703
2025-04-19,Maharashtra,Aurangabad,Rice,Local,2595,2995,2795
2025-04-29,Maharashtra,Pune,Rice,Local,4357,4757,4557
2025-11-05,Maharashtra,Pune,Tomato,Local,4247,4647,4447
2026-01-24,Maharashtra,Nashik,Tomato,Local,2832,3232,3032
2025-02-22,Maharashtra,Nashik,Wheat,Local,4422,4822,4622
2025-02-27,Maharashtra,Pune,Onion,Local,3185,3585,3385
2025-05-24,Maharashtra,Aurangabad,Soybean,Local,3986,4386,4186
2025-06-07,Maharashtra,Nashik,Onion,Local,1450,1850,1650
2025-04-26,Maharashtra,Pune,Potato,Local,1633,2033,1833
2025-09-28,Maharashtra,Aurangabad,Soybean,Local,3959,4359,4159
2026-01-05,Maharashtra,Aurangabad,Potato,Local,1474,1874,1674
2025-06-01,Maharashtra,Mumbai,Potato,Local,2417,2817,2617
2025-05-12,Maharashtra,Aurangabad,Potato,Local,1308,1708,1508
2026-03-25,Maharashtra,Aurangabad,Onion,Local,2525,2925,2725
2025-11-22,Maharashtra,Aurangabad,Tomato,Local,4416,4816,4616
2025-03-19,Maharashtra,Pune,Rice,Local,3822,4222,4022
2025-01-30,Maharashtra,Mumbai,Rice,Local,2417,2817,2617
2025-01-04,Maharashtra,Pune,Potato,Local,3456,3856,3656
2026-01-09,Maharashtra,Mumbai,Soybean,Local,1280,1680,1480
2025-06-04,Maharashtra,Mumbai,Tomato,Local,2731,3131,2931
2025-06-04,Maharashtra,Pune,Soybean,Local,2702,3102,2902
2025-10-13,Maharashtra,Nashik,Tomato,Local,3009,3409,3209
2025-07-29,Maharashtra,Nagpur,Potato,Local,4709,5109,4909
2025-03-28,Maharashtra,Nagpur,Potato,Local,1733,2133,1933
2025-06-25,Maharashtra,Aurangabad,Onion,Local,2693,3093,2893
2025-11-29,Maharashtra,Mumbai,Wheat,Local,4734,5134,4934
2025-12-16,Maharashtra,Mumbai,Soybean,Local,2824,3224,3024
2025-11-10,Maharashtra,Aurangabad,Soybean,Local,1720,2120,1920
2025-01-05,Maharashtra,Nagpur,Onion,Local,3704,4104,3904
2026-05-01,Maharashtra,Pune,Tomato,Local,1308,1708,1508
2025-05-01,Maharashtra,Nagpur,Rice,Local,3876,4276,4076
2025-10-11,Maharashtra,Nashik,Soybean,Local,1826,2226,2026
2026-03-09,Maharashtra,Aurangabad,Tomato,Local,3872,4272,4072
2025-09-09,Maharashtra,Nagpur,Potato,Local,2255,2655,2455
2025-10-09,Maharashtra,Pune,Potato,Local,3117,3517,3317
2025-10-13,Maharashtra,Aurangabad,Wheat,Local,1831,2231,2031
2026-02-18,Maharashtra,Pune,Potato,Local,2146,2546,2346
2025-12-25,Maharashtra,Aurangabad,Tomato,Local,1191,1591,1391
2026-05-16,Maharashtra,Nashik,Rice,Local,2630,3030,2830
2025-08-28,Maharashtra,Nashik,Potato,Local,3210,3610,3410
2025-12-27,Maharashtra,Aurangabad,Wheat,Local,3998,4398,4198
2025-08-28,Maharashtra,Pune,Wheat,Local,1390,1790,1590
2025-01-01,Maharashtra,Aurangabad,Tomato,Local,2535,2935,2735
2025-02-26,Maharashtra,Nashik,Onion,Local,1399,1799,1599
2026-04-21,Maharashtra,Aurangabad,Onion,Local,1500,1900,1700
2025-05-12,Maharashtra,Nashik,Wheat,Local,2394,2794,2594
2025-07-24,Maharashtra,Mumbai,Potato,Local,2846,3246,3046
2025-12-29,Maharashtra,Nagpur,Soybean,Local,1656,2056,1856
2025-11-18,Maharashtra,Pune,Potato,Local,3036,3436,3236
2025-04-11,Maharashtra,Nashik,Potato,Local,996,1396,1196
2025-10-24,Maharashtra,Mumbai,Wheat,Local,2846,3246,3046
2025-09-07,Maharashtra,Aurangabad,Wheat,Local,1190,1590,1390
2025-04-17,Maharashtra,Nagpur,Soybean,Local,4702,5102,4902
2025-05-15,Maharashtra,Pune,Wheat,Local,4330,4730,4530
2025-10-09,Maharashtra,Mumbai,Soybean,Local,3007,3407,3207
2025-02-27,Maharashtra,Nashik,Onion,Local,4378,4778,4578
2025-02-24,Maharashtra,Aurangabad,Tomato,Local,3447,3847,3647
2026-02-17,Maharashtra,Aurangabad,Tomato,Local,805,1205,1005
2025-11-03,Maharashtra,Nashik,Tomato,Local,1674,2074,1874
2026-04-13,Maharashtra,Nagpur,Onion,Local,904,1304,1104
2026-05-06,Maharashtra,Nagpur,Rice,Local,3162,3562,3362
2025-12-08,Maharashtra,Nagpur,Wheat,Local,2727,3127,2927
2025-10-15,Maharashtra,Nashik,Rice,Local,4388,4788,4588
2025-11-06,Maharashtra,Nagpur,Soybean,Local,1326,1726,1526
2025-12-17,Maharashtra,Pune,Rice,Local,1278,1678,1478
2025-10-27,Maharashtra,Nagpur,Wheat,Local,2331,2731,2531
2025-10-26,Maharashtra,Mumbai,Soybean,Local,976,1376,1176
2025-08-19,Maharashtra,Pune,Tomato,Local,1180,1580,1380
2026-01-18,Maharashtra,Pune,Onion,Local,2203,2603,2403
2025-11-16,Maharashtra,Nagpur,Onion,Local,3741,4141,3941
2025-11-26,Maharashtra,Nashik,Potato,Local,3827,4227,4027
2025-01-23,Maharashtra,Mumbai,Onion,Local,4026,4426,4226
2026-04-27,Maharashtra,Pune,Soybean,Local,4382,4782,4582
2025-09-25,Maharashtra,Nagpur,Wheat,Local,1705,2105,1905
